ID_UNIDADE_GESTORA|NOME_UNIDADE_GESTORA|CODIGO_MUNICIPIO_UNIDADE_GESTORA|NATUREZA_ORGAO|EXERCICIO|ULTIMA_ATUALIZACAO|SegmentoFiscalizador|ULTIMA_ATUALIZACAO_PESSOAL
5|Autarquia Educacional de Afogados da Ingazeira|P002|5|2014|2014-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
5|Autarquia Educacional de Afogados da Ingazeira|P002|5|2015|2015-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
5|Autarquia Educacional de Afogados da Ingazeira|P002|5|2016|2016-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
5|Autarquia Educacional de Afogados da Ingazeira|P002|5|2017|2017-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
5|Autarquia Educacional de Afogados da Ingazeira|P002|5|2018|2018-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
5|Autarquia Educacional de Afogados da Ingazeira|P002|5|2019|2019-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
5|Autarquia Educacional de Afogados da Ingazeira|P002|5|2020|2020-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
5|Autarquia Educacional de Afogados da Ingazeira|P002|5|2021||IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2012|2012-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2013|2013-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2014|2014-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2015|2015-09-30T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2016|2016-10-31T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2017|2017-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2018|2018-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2019|2019-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2020|2020-12-31T00:00:00|IRAR  |2020-12-31T00:00:00
6|Instituto de Previdência dos Servidores Municipais de Afogados da Ingazeira (plano Financeiro)|P002|5|2021||IRAR  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2012|2012-10-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2013|2013-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2014|2014-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2015|2015-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2016|2016-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2017|2017-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2018|2018-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2019|2019-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2020|2020-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
8|Prefeitura Municipal de Afrânio|P003|13|2021|2021-01-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2012|2012-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2013|2013-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2014|2014-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2015|2015-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2016|2016-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2017|2017-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2018|2018-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2019|2019-12-31T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2020|2020-11-30T00:00:00|IRPE  |2020-12-31T00:00:00
9|Câmara Municipal de Afrânio|P003|14|2021|2021-01-31T00:00:00|IRPE  |2020-12-31T00:00:00
10|Fundo Previdenciário do Município de Afrânio|P003|19|2017|2017-12-31T00:00:00|IRPE  |2020-11-30T00:00:00
10|Fundo Previdenciário do Município de Afrânio|P003|19|2018|2018-12-31T00:00:00|IRPE  |2020-11-30T00:00:00
10|Fundo Previdenciário do Município de Afrânio|P003|19|2019|2019-12-31T00:00:00|IRPE  |2020-11-30T00:00:00
10|Fundo Previdenciário do Município de Afrânio|P003|19|2020|2020-12-31T00:00:00|IRPE  |2020-11-30T00:00:00
10|Fundo Previdenciário do Município de Afrânio|P003|19|2021|2021-01-31T00:00:00|IRPE  |2020-11-30T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2012|2012-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2013|2013-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2014|2014-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2015|2015-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2016|2016-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2017|2017-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2018|2018-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2019|2019-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2020|2020-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
11|Prefeitura Municipal de Agrestina|P004|13|2021||IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2012|2012-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2013|2013-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2014|2014-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2015|2015-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2016|2016-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2017|2017-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2018|2018-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2019|2019-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2020|2020-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
12|Câmara Municipal de Agrestina|P004|14|2021|2021-01-31T00:00:00|IRBE  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2012|2012-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2013|2013-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2014||IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2015|2015-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2016|2016-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2017|2017-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2018|2018-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2019|2019-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2020|2020-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
15|Prefeitura Municipal de Água Preta|P005|13|2021|2021-01-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2012|2012-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2013|2013-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2014|2014-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2015|2015-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2016|2016-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2017|2017-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2018|2018-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2019|2019-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2020|2020-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
16|Câmara Municipal de Água Preta|P005|14|2021|2021-01-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2012|2012-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2013|2013-07-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2014|2014-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2015|2015-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2016|2016-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2017|2017-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2018|2018-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2019|2019-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2020|2020-12-31T00:00:00|IRPA  |2020-12-31T00:00:00
17|Serviço Autônomo de Água e Esgoto do Município de Água Preta|P005|5|2021|2021-01-31T00:00:00|IRPA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2012|2012-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2013|2013-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2014|2014-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2015|2015-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2016|2016-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2017|2017-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2018|2018-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2019|2019-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2020|2020-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
19|Prefeitura Municipal de Águas Belas|P006|13|2021|2021-01-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2012|2012-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2013|2013-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2014|2014-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2015|2015-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2016|2016-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2017|2017-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2018|2018-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2019|2019-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2020|2020-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
20|Câmara Municipal de Águas Belas|P006|14|2021|2021-02-28T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2012|2012-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2013|2013-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2014|2014-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2015|2015-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2016|2016-11-30T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2017|2017-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2018|2018-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2019|2019-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2020|2020-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
21|Instituto de Previdência do Município de Águas Belas|P006|5|2021|2021-01-31T00:00:00|IRGA  |2020-12-31T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2012|2012-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2013|2013-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2014|2014-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2015|2015-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2016|2016-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2017|2017-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2018|2018-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2019|2019-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2020|2020-12-31T00:00:00|IRGA  |2020-11-30T00:00:00
23|Prefeitura Municipal de Alagoinha|P007|13|2021|2021-01-31T00:00:00|IRGA  |2020-11-30T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2012|2012-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2013|2013-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2014|2014-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2015|2015-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2016|2016-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2017|2017-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2018|2018-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2019|2019-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2020|2020-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
24|Câmara Municipal de Alagoinha|P007|14|2021|2021-01-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2012|2012-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2013|2013-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2014|2014-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2015|2015-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2016|2016-09-30T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2017|2017-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2018|2018-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2019|2019-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2020|2020-12-31T00:00:00|IRGA  |2020-12-31T00:00:00
25|Instituto de Previdência dos Servidores Municipais de Alagoinha|P007|5|2021|2021-01-31T00:00:00|IRGA  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2012|2012-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2013|2013-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2014|2014-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2015|2015-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2016|2016-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2017|2017-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2018|2018-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2019|2019-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2020|2020-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
26|Prefeitura Municipal de Aliança|P008|13|2021|2021-01-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2012|2012-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2013|2013-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2014|2014-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2015|2015-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2016|2016-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2017|2017-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2018|2018-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2019|2019-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2020|2020-12-31T00:00:00|GEMN  |2020-12-31T00:00:00
27|Câmara Municipal de Aliança|P008|14|2021|2021-01-31T00:00:00|GEMN  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2012|2012-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2013|2013-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2014|2014-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2015|2015-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2016|2016-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2017|2017-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2018|2018-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2019|2019-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
28|Prefeitura Municipal de Altinho|P009|13|2020|2020-12-31T00:00:00|IRBE  |2020-12-31T00:00:00
